ID,SMILES,M-fortuitum,M-kansasii,M-bovis,M-tuberculosis-MABA,M-tuberculosis-LORA,M-smegmatis,M-abcessus,M-tuberculosis-BACTEC,task_concatenada
11710,CCOc1ccc(CNc2nc3cc(C(F)(F)F)ccc3nc2C(=O)O)cc1,,,,1.0,,,,,
15505,CC=C(C)C(=O)OC1CC(C)(C)CC2C3=CCC4C56CCC(O)(OC5)C(C)(C)C6CCC4(C)C3(C)CCC12C(=O)O,,,,,,,,0.0,
7714,Cc1cc(Nc2ccc(F)cc2F)n(-c2nc(=O)cc(C(F)(F)F)[nH]2)n1,,,,1.0,,,,,
11232,[O-][n+]1nc(NC2CCCCC2)[n+]([O-])c2ccc(Cl)cc21,,,,1.0,1.0,,,,
1257,CCCCCCCCn1cc(CN2CCOC3(CCCO3)C2)c2ccc(OC)cc21,,,0.0,,,,,,
4876,COc1ccc2c(NN=Cc3ccc[nH]3)ccnc2c1,,,,0.0,,,,,
10786,CCC(CC)c1nc2cc(N(C)C)c(NC(=O)c3ccc(OC)c(OC)c3)cc2[nH]1,,,,0.0,,,,,
39,CC12CCCC(C(=O)Nc3nc4c(F)cc(F)cc4s3)(CCC1)C2,1.0,,,,,,1.0,,
5342,COc1ccc(-c2ccc(NC(=O)CCC(=O)O)cc2)cn1,,,,0.0,,,,,
9809,COC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)c1c(-c2ccccc2)c2cc(Cl)ccc2[nH]c1=O,,,,0.0,,,,,
14508,Cc1nc2ccc(Cl)cc2c(=O)n1CC(=O)Nc1cc(C(C)(F)F)ccc1Cl,,,,,,,,,1.0
12308,CN1CCN(c2cc3c(cc2[N+](=O)[O-])c(=O)c(C(=O)O)cn3C2CC2)CC1c1ccccc1,,,,,,1.0,,,
12230,CC1COc2c(N3CCN(C)C(c4ccccc4)C3)c(F)c([N+](=O)[O-])c3c(=O)c(C(=O)O)cn1c23,,,,,,1.0,,,
7048,CCOC(=O)c1sc(-c2ccccn2)nc1N1CCC(NCc2ccc(C(F)(F)F)cc2)CC1,,,,0.0,,,,,
2161,CCN(C)C(=O)C=CC(=O)c1ccc(Cl)c(Cl)c1,,,,1.0,,,,,
686,N#Cc1cnc(C#N)c(NCc2ccc(N)cc2)n1,,0.0,,,,,,,0.0
15492,O=CC1=C(Cl)c2cc3c(cc2C1)OCO3,,,,,,,,0.0,
11485,O=C(C1CCCCC1)N1CC2CN(Cc3ccc([N+](=O)[O-])o3)CC2C1,,,,0.0,,,,,
16447,CC(c1ccc2c(c1)c1ccccc1n2C)n1cc(-c2ccccc2)nn1,,,,,,,,,0.0
14342,COc1ccc(OC)c(SC2CC(=O)N2)c1,,,,,,,,,0.0
2462,Cc1nnsc1C(=O)Nc1nc2cc(-c3cccnc3)ccc2o1,,,,1.0,,,,,
12325,CN1CCC(=O)C2(C1)C(c1cccc(F)c1)C(c1ccccc1)NC21C(=O)Nc2ccccc21,,,,,,0.0,,,1.0
11079,COc1cccc(C(O)(CCN(C)C)C(c2ccoc2)c2cc3cc(Br)ccc3nc2OC)c1OC,,,,1.0,,,,,
11939,c1ccc(CCN2CCN(c3nc4ccccc4c4ccccc34)CC2)cc1,,,,0.0,,,,,
7145,COc1ccc(C=CC(=O)Nc2n[nH]c(-c3ccccc3)n2)cc1,,,,0.0,,,,,
6283,C=C1C(=O)OC2CC3(C)C(CCC(C)O)CC4(C(=O)OC5CC6C(CCC(C)O)C6CC54)C3CC12,,,,1.0,,,,,
4942,CC(C)C1COC23CCN(Cc4ccc(C(F)(F)F)cc4)CC2CCC(=O)N13,,,,1.0,,1.0,1.0,,
5961,COc1ccccc1NC(=O)CSc1nc2ccccc2[nH]1,,,,0.0,,,,,
4584,Cc1ccc(C(=O)Nc2cc3[nH]c(C4CCCCC4)nc3cc2N(C)C)cc1,,,,1.0,,,,,
5798,Cc1cc(=O)oc2cc(-c3cn(C4OC(CO)C(O)C4O)nn3)c(Cl)cc12,,,,0.0,,,,,
12282,O=C(O)c1cn(-c2ccc(F)cc2)c2cc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)c([N+](=O)[O-])cc2c1=O,,,,,,0.0,,,1.0
10472,NC(=S)N1N=C(c2ccccc2O)CC1c1ccc(Cl)cc1,,,,0.0,,0.0,,,
7586,c1ccc(OCCCOc2ccc(-n3cccc3)cc2)cc1,,,,0.0,,,,,
16508,CC(c1ccccc1)N1CC(=Cc2ccc(Cl)cc2Cl)C2=C(C1)C(c1ccc(Cl)cc1Cl)C(c1nc(-c3ccccc3)no1)C(=N)O2,,,,,,,,,1.0
10562,FC(F)(F)c1ccc2c(c1)N(Cc1ccc(CN3CCN(c4ncccn4)CC3)cc1)c1ccccc1S2,,,,0.0,,,,,
13120,CCCCCOc1ccc(-c2[nH]c3ccccc3c2C2=C(Br)C(=O)NC2=O)cc1,,,,,,0.0,,,
522,COc1ccc(-c2csc(NC(=O)c3cncc(Cl)n3)n2)cc1,,0.0,,1.0,,0.0,,,
8757,CN1CC(c2ccc(C(=O)O)cc2)C2(Cc3ccccc3C2=O)C12C(=O)c1ccccc1C2=O,,,,1.0,,,,,
13588,COc1c(N2CCN(CCn3c(O)c(N=NC(N)=O)c4ccccc43)CC2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,,,,,,1.0,,,
15278,O=C(Cc1cccc(Oc2ccccc2)c1)Nc1ccc(Cl)c(Cl)c1,,,,,,,,,0.0
11601,CC1(c2ccc(C(F)(F)F)cc2)NC(=O)N(CC(=O)c2ccc(F)cc2F)C1=O,,,,0.0,,,,,
16884,COc1ccc(C=C2CCCC3=C2OC(=N)C(C#N)C3c2ccc(OC)cc2)cc1,,,,,,,,,0.0
3984,O=[N+]([O-])c1cn2c(n1)OCC(OCc1cc(-c3ccc(F)cc3)ccn1)C2,,,,1.0,0.0,,,,
14737,COc1cc(C=Cc2ccc3c(c2)OCO3)oc(=O)c1,,,,,,,,,0.0
6319,Cn1c(O)c(C2C3=C(CC(C)(C)CC3=O)Oc3ccccc32)c(=O)n(C)c1=O,,,,0.0,,,,,
9958,N#Cc1ccc(C=Cc2nc3ccccc3c(=O)n2CCc2c[nH]c3ccccc23)cc1,,,,0.0,,,,,
781,NC(=S)c1ccc(CSc2nc3ccccc3o2)cc1,,0.0,,,,,,,0.0
10663,COC(=O)c1cc2c(cc1O)[nH]c1ccccc12,,,,0.0,,,,,
15976,Cc1ccc(-n2[nH]c(C)c(N=Nc3n[nH]c4nc5cc6ccccc6cc5cc34)c2=O)cc1,,,,,,,,0.0,
5619,CCCCCCCCc1c2[n+](cc3c(OCC)c(OC)ccc13)CCc1cc(OCC)c(O)cc1-2,,,,1.0,,,,,
5993,Fc1ccc(C(F)(F)F)cc1-c1csc(Nc2ccc(Cl)cc2Cl)n1,,,,0.0,,,,,
8892,Cc1nc2ncccn2c1C(=O)OCc1ccccc1,,,,1.0,,,,,
3748,O=[N+]([O-])c1cn2c(n1)OCC(OCc1ccnc(-c3ccc(C(F)(F)F)cc3)c1)C2,,,,1.0,1.0,,,,
2197,CC1=C2Cc3cc(ccc3O)C(=O)OC(C)(C)C(Br)CCC3(C)OC3CC2(C)C(Br)CC1,,,,0.0,,,,,
14140,CN1C(N2CCN(Cc3ccc([N+](=O)[O-])o3)CC2)=NS(=O)(=O)c2ccccc21,,,,,,,,,0.0
8604,N#Cc1c(-c2ccc(OC(F)(F)F)cc2)[n+]([O-])c2cc(Cl)c(Cl)cc2[n+]1[O-],,,,1.0,,,,,
17718,O=C(NN=Cc1ccccc1Br)c1cccnc1,,,,,,,,,0.0
4286,COc1cccc(C(O)(CCN(C)C)C(c2cc3cc(Br)ccc3nc2OC)c2ccnc(OC)c2OC)c1,,,,1.0,1.0,,,,
12456,COc1cc2c(cc1OC)CN(c1cc3c(cc1[N+](=O)[O-])c(=O)c(C(=O)O)c1sc4ccccc4n13)CC2,,,,,,0.0,,,1.0
8612,COc1cc(C=C(C#N)c2nc3ccccc3s2)cc(OC)c1OC,,,,0.0,,,,,
16282,Cc1ccc(-c2nc3sc(C)nn3c2-c2nc3cc([N+](=O)[O-])ccc3[nH]2)cc1,,,,,,,,,0.0
10458,CC(C)(C)OC(=O)N1CCC(Oc2ccc(Nc3ccc([N+](=O)[O-])cc3C#N)cc2)CC1,,,,1.0,,,,,
9882,Clc1ccc2c(NCCNC3CCCCC3)ccnc2c1,,,,0.0,,,,,
9855,COc1cc(C(c2cc3cc(C#N)ccc3cc2OC)C(O)(CCN(C)C)c2cccc3ccoc23)cc(OC(C)C)n1,,,,1.0,1.0,,,,
6996,CC1(c2ccc(S(N)(=O)=O)cc2)NC(=O)N(CC(=O)c2ccc(Cl)s2)C1=O,,,,1.0,,,,,
1828,O=C(N=NC(=NNc1ccc([N+](=O)[O-])cc1)c1ccccc1)c1cc(O)c(O)c(O)c1,,,,1.0,,,,,1.0
11874,O=C(C=Cc1ccccc1Br)c1ccc(-n2cccc2)cc1,,,,0.0,,,,,
9203,COc1ccc(C=CC(=O)c2ccc(N3C(=O)C(Br)=C(Br)C3=O)cc2)cc1,,,,0.0,,,,,
11235,[O-][n+]1nc(NC2CCCC2)[n+]([O-])c2ccc(F)cc21,,,,1.0,1.0,,,,
14849,Cc1ccccc1C(=O)On1c(-c2ccccc2)nc2ccccc2c1=O,,,,,,,,,0.0
17544,O=C1C(=Cc2ccc(Cl)cc2)CCCC12C(c1ccc(Cl)cc1)C1CSCN1C21C(=O)c2cccc3cccc1c23,,,,,,,,,0.0
2377,CC(=O)C=CC(=O)OC(C)C,,,,0.0,,,,,
13259,CCCCSc1nnc(COc2ccccc2C2=NOC(c3ccc(Cl)cc3Cl)C2)n1NC(C)=O,,,,,,0.0,,,
8594,CCOC(=O)c1c(C)[n+]([O-])c2cc(N3CCOCC3)c(F)cc2[n+]1[O-],,,,0.0,,,,,
3840,COc1ccc(-c2cc(-c3cc(OC)c(OC)c(OC)c3)nc(-c3ccccn3)n2)cc1,,,,0.0,,,,,
11961,O=C(OC(c1ccc([N+](=O)[O-])cc1)C(CO)NC(=O)C(Cl)Cl)c1ccc([N+](=O)[O-])cc1,,,,0.0,,,,,
1247,CCCCCCCCn1cc(CN2CCC(=O)CC2)c2ccc(OC)cc21,,,0.0,,,,,,
7521,Clc1ccc(C2=NNC(c3ccc(Cl)cc3)C2n2ccnc2)cc1,,,,0.0,,,,,
11533,CCn1cc(C(=O)O)c(=O)c2cc(F)c3c(nnn3C)c21,,,,0.0,,,,,
6528,O=C(Nc1ccccc1)Oc1ccc(Cl)cc1,,,,0.0,,0.0,,,
13330,CC(=O)N(N=Nc1ccc([N+](=O)[O-])cc1)c1ccc([N+](=O)[O-])cc1,,,,,,0.0,,,
11936,CN1CCN(c2nc3ccccc3c3ccccc23)CC1,,,,0.0,,,,,
17087,O=c1nc2sc([N+](=O)[O-])cn2c2c1C(c1ccccc1O)NC(=S)N2,,,,,,,,,0.0
14524,Cc1ccc(NC(=O)c2nc3ccccc3s2)cc1,,,,,,,,,0.0
5442,CC(=O)c1c(C)[n+]([O-])c2ccc(Cl)cc2[n+]1[O-],,,,1.0,,,,,
10809,Cc1nn(-c2ccccc2)c(-n2cncn2)c1C1C2CCCN2C2(C(=O)Nc3ccccc32)C1C(=O)c1cccc([N+](=O)[O-])c1,,,,0.0,,,,,
11665,O=[N+]([O-])c1cn2c(n1)OCC(OCc1csc(-c3ccc(C(F)(F)F)cc3)n1)C2,,,,1.0,1.0,,,,
10279,CC(=O)c1c(C)n(Cc2ccccc2)c2ccc(OCc3cn(-c4ccc(C#N)cc4)nn3)cc12,,,,0.0,,,,,
6510,CC12CCC3C(C)(C)C(=O)CCC3(C)C1Cc1c(O)cc3c(c1O2)COC3=O,,,,0.0,,,,,
9013,COc1ccc(-c2nnc(CN3CCN(C)CC3)o2)cc1,,,,0.0,,,,,
13623,O=C(O)C(CCCCCCCI)CCC1CCCC1,,,,,,0.0,,,
10731,COC(=O)C(=Cc1ccc(C)cc1)CSC(=N)Nc1ccccc1,,,,0.0,,,,,
11804,CCOC(=O)c1cc(C=Cc2ccc(F)cc2F)on1,,,,1.0,0.0,,,,
17584,COc1ccc(-c2nc3sc(C(F)(F)F)nn3c2C=NNc2nc(-c3ccc(Cl)cc3)cs2)cc1,,,,,,,,,0.0
14926,COc1cccc(Cn2cc(C(=O)Cc3ccccc3)nn2)c1,,,,,,,,,0.0
10788,CN(C)c1cc2[nH]c(Cc3ccccc3)nc2cc1NC(=O)c1ccc(OC(F)(F)F)cc1,,,,1.0,,,,,
5521,COC1C=COC2(C)Oc3c(c4c(O)c(C=NN5CCN(C)CC5)c(c5nn(C)c(c3C)c45)=NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C)C2=O,,,,1.0,0.0,,,,
5331,Fc1ccc(Cn2nncc2COc2ccc3ccccc3c2)cc1,,,,0.0,,,,,
15800,COc1cc(C2=NN(C(=O)COc3ccc4ccccc4c3)C3CCCC23)c(C)cc1OCC(=O)O,,,,,,,,0.0,0.0
4532,COc1cc2ccc(Br)cc2cc1C(c1ccccc1)C(O)(CCN(C)C)c1ccc2ccn(C)c2c1,,,,1.0,1.0,,,,
9916,Fc1ccccc1N1CCN(CC2=C(Cl)c3ccc(-c4cccs4)nc3CC2)CC1,,,,0.0,,,,,
366,CC(=CCCC(C)=CCCC(C)=CCc1c(O)c2ccccc2oc1=O)CO,0.0,,,,,0.0,,,
15725,CC(C)CCOC1C=C(C(O)c2ccc(C#N)cc2)C(=O)C(COC(=O)C(C)(C)C)O1,,,,,,,,0.0,
12139,CCC1OC(=O)C(C)C(=O)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(OC)CC(C)C(=O)C(C)C2N(CCCCn3cnc(-c4cccnc4)c3)C(=O)OC12C,,,,,,0.0,0.0,,
12569,CC(C)c1cc2c(c(O)c1O)C13CCCC(C)(C)C1CC2OC3=O,,,,,,0.0,,,
17800,CN(C)c1ccc(C2C3=C(CC(C)(C)CC3=O)N(NC(=O)c3ccncc3)C3=C2C(=O)CC(C)(C)C3)cc1,,,,,,,,,1.0
148,COc1ccc2nc(C)cc(N3CC(CNC(=O)c4ccccc4)OC3=O)c2c1,0.0,,,0.0,,0.0,,,
1669,COc1nc2ccc(Br)cc2cc1C(c1ccccc1)n1cc(-c2ccc(OC(F)(F)F)cc2)nn1,,,0.0,,,,,,
11330,Cc1cc(C)c2c(C(=O)NC3CCCCCC3)c[nH]c2c1,,,,0.0,,,,,
16817,O=C1CCCc2nc(-c3ccc(Cl)s3)ccc21,,,,,,,,,0.0
7667,O=C1c2ccccc2SCC12C(c1ccc(Cl)cc1)C1CSCN1C21C(=O)c2ccccc2C1=O,,,,0.0,,,,,
8642,Cc1ccc(-c2cnc(N3CCSCC3)c(Cn3cc(C=NNC(=O)c4ccc(F)cc4)nn3)c2)cc1,,,,0.0,,,,,
11748,O=[N+]([O-])c1ccc(CN2CCN(S(=O)(=O)c3ccc(C(F)(F)F)cc3)CC2)o1,,,,1.0,,,,,
7805,COc1ccc(-c2ccc(C(c3ccccc3)C(O)(CCN(C)C)c3cccc4ccccc34)c(OC)n2)cc1,,,,1.0,1.0,,,,
3457,O=C1c2ccc(Cl)cc2-n2c1nc1ncccc1c2=O,,,,1.0,,,,,
14429,O=c1c2ccccc2nc(C=Cc2ccccc2)n1-c1ccc(Br)cc1,,,,,,,,,0.0
12424,CN1CC(=Cc2ccc(Cl)cc2)C(=O)C2(C1)C(c1ccc(Cl)cc1)C(c1ccccc1)NC21C(=O)Nc2ccccc21,,,,,,0.0,,,1.0
11818,CCOC(=O)c1cc(C=Cc2cc(Cl)cc(Cl)c2)on1,,,,1.0,1.0,,,,
3272,O=[N+]([O-])c1cn2c(n1)OCC(OCc1ccc(-c3cc(F)c(F)c(F)c3)cc1)C2,,,,1.0,1.0,,,,
4941,COc1cccc(C(O)(CCN(C)C)C(c2cccc(C)c2)c2cc3cc(C#N)ccc3nc2OC)n1,,,,1.0,1.0,,,,
9272,COC(=O)c1ccc2[nH]c3cc(O)ccc3c2c1,,,,0.0,,,,,
15701,O=C1CSC(c2cc3ccccc3[nH]c2=S)N1c1ccccc1Cl,,,,,,,,0.0,
6246,Oc1ccc(C=Cc2cc(C=Cc3ccc(O)c(O)c3)on2)cc1O,,,,0.0,,,,,
14835,C[S+]([O-])c1c(-c2ccc(OCc3ccccc3)cc2)c[nH]c(=O)c1C#N,,,,,,,,,1.0
16858,O=C1C(c2ccccc2)C(c2ccc(Cl)cc2)NC(c2ccc(Cl)cc2)C1c1ccccc1,,,,,,,,,0.0
13778,CC1=NC(=S)NC(c2cccc([N+](=O)[O-])c2)C1C(=O)Nc1nc2ccccc2s1,,,,,,,,,0.0
14967,CCCCCCCCCCc1cn(Cc2cccc(OC)c2)nn1,,,,,,,,,0.0
14853,Cc1cccc(C(=O)On2c(-c3ccccc3)nc3ccccc3c2=O)c1,,,,,,,,,0.0
16899,O=C(NN1C(=O)CCSC1c1cccc(OCc2ccccc2)c1)c1ccncc1,,,,,,,,,1.0
9096,COc1ccc(NC(=O)NC2CCN(c3cc(C)nc4ccc(OC)cc34)CC2)cc1,,,,0.0,,,,,
3927,N#Cc1c(N2CCCCC2)cc(-c2ccc(Br)cc2)nc1-c1ccccc1,,,,0.0,,,,,
7116,COC(=O)C(NC(=O)c1cc(COc2ccc3sc(C)nc3c2)on1)C(C)C,,,,0.0,,,,,
8123,C=CC(C)=CC1(C)SC(=O)CC1=O,,,,0.0,,,,,
79,CC1CC(C(=O)Nc2nc3ccc(N(C)C)cc3s2)CC(C)(C)C1,0.0,,,,,,0.0,,
7105,COC(=O)C(NC(=O)c1cc(COc2ccc3sc(C)nc3c2)on1)c1ccc(OC)cc1,,,,0.0,,,,,
2248,O=c1cc(-c2ccncc2)[nH]n1C1CC(C(F)(F)F)Nc2c1cccc2C(F)(F)F,,,,1.0,,,,,
16034,CC(C)(C)C(=O)OCSc1nc(-c2ccncc2)no1,,,,,,,,0.0,
12268,O=C(O)c1cn(-c2ccc(F)cc2)c2cc(N3CCC(n4c(=O)[nH]c5cc(Cl)ccc54)CC3)c([N+](=O)[O-])cc2c1=O,,,,,,0.0,,,1.0
776,O=[N+]([O-])c1ccc(-n2nnnc2SCc2ccccc2)cc1,,0.0,,,,,,,
11091,O=C(c1ccc(OCc2ccccc2)cc1)C1CC1,,,,0.0,,,,,
17117,Cc1nc2ccccn2c1C(=O)NN=Cc1ccc(Br)cc1,,,,,,,,,0.0
16101,S=C1NC2=C(CN(Cc3ccccc3)CC2=Cc2ccccc2Cl)C(c2ccccc2Cl)N1,,,,,,,,,0.0
7468,O=C1C=C(N(Cc2cn(C3=CC(=O)c4ccccc4C3=O)nn2)c2ccc(Br)cc2)C(=O)c2ccccc21,,,,0.0,,,,,
9029,Cc1c(C(=O)CSc2nc3ccccc3o2)[n+]([O-])c2ccccc2[n+]1[O-],,,,1.0,,,,,
2280,CC1(COCc2ccc(OCc3ccccc3)cc2)CCn2cc([N+](=O)[O-])nc2O1,,,,1.0,1.0,,,,
8166,O=C(NNc1ccnc2cc(Cl)ccc12)c1ccccc1N=Cc1ccc(Cl)cc1Cl,,,,1.0,,,,,
12337,CC(C)=CCCC(C)=CC=NNC(=O)c1ccccc1Nc1cccc(C)c1C,,,,,,0.0,,,
3898,CCOC(=O)C1C(C)=NC(=S)NC1c1cn(-c2ccccc2)nc1-c1ccccc1,,,,0.0,,,,,
15653,O=C(NN=Cc1ccccc1Cl)c1cc(-c2ccc(Cl)cc2)[nH]n1,,,,,,,,1.0,
7194,Cc1cccc2c3c([nH]c12)-c1c(cnn1-c1ccccc1)CCC3,,,,0.0,,,,,
9361,CC=CCC1NC(=O)C(CC(C)C)N2C(=O)C(CC(C)C2O)N(C)C(=O)C(C)NC(=O)C(Cc2ccc(O)c([N+](=O)[O-])c2)NC(=O)C(CC(C)C)N(C)C(=O)C(Cc2cn(C(C)(C)C(O)CO)c3ccccc23)NC1=O,,,,1.0,,,1.0,,
6188,O=C(Cc1cccs1)Nc1cccc(Cl)c1,,,,0.0,,,,,
3632,O=C1NC(=S)SC1=Cc1c(-c2ccc(Br)cc2)nc2sc(C(F)(F)F)nn12,,,,1.0,,,,,
16602,CC(C)(C)NC(=O)C1c2ccccc2CCN1c1nc2c(cc1[N+](=O)[O-])c(=O)c(C(=O)O)cn2-c1ccc(F)cc1,,,,,,,,,1.0
15540,CC1CCC(NNC(=O)c2ccncc2)CC1,,,,,,,,0.0,
6288,CC=C(C)c1c(Cl)c(OC)c(C)c2c1Oc1c(Cl)c(O)c(Cl)c(C)c1C(=O)O2,,,,0.0,,,,,
8659,Cc1cnc(N2CCOCC2)c(Cn2cc(C=O)nn2)c1,,,,0.0,,,,,
393,CCCCCCCCC=CCc1cc(=O)c2ccccc2n1CC,1.0,,,,,1.0,,,
3192,Cc1cccc(C)c1N=Nc1c(O)[nH]c2ccc(Cl)cc2c1=O,,,,0.0,,,,,
17,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
16595,CC(=NNC(S)=NO)c1ccc(Cl)cc1,,,,,,,,,1.0
4201,Clc1cc(Cl)cc(Nc2nc3c(s2)CCc2ccccc2-3)c1,,,,0.0,,,,,
2673,COc1ccc(CC2c3cc(O)c(OC)cc3CCN2C)cc1O,,,,0.0,,,,,
17434,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(Cn4c(O)c(N=NC(S)=NO)c5cc(C)ccc54)C(C)C3)c(F)c21,,,,,,,,,1.0
14940,O=C(Cc1ccccc1)c1cn(CC2CCCCC2)nn1,,,,,,,,,0.0
6180,Cc1ccc2oc(=O)cc(COc3cccc(I)c3)c2c1,,,,0.0,,,,,
15956,Cc1cc(C)c2c(=O)n(CCCN3CCN(c4cccc(Cl)c4)CC3)sc2n1,,,,,,,,0.0,
3494,O=[N+]([O-])c1cn2c(n1)OCC(OCCOc1ccc(-c3ccc(F)cc3)cn1)C2,,,,1.0,1.0,,,,
14287,CCn1cc(C(=O)NCCOC)c(=O)c2cc(C(C)=NNC(=O)c3ccncc3)ccc21,,,,,,,,,0.0
9701,COC1CCCN(Cc2cc(-c3ccc(C(C)C)cc3)n(C(C)C)c2C)C1,,,,1.0,,,,,
12046,CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,,,,,0.0,,,,
16505,CC(c1ccccc1)N1CC(=Cc2ccccc2Cl)C2=C(C1)C(c1ccccc1Cl)C(c1nc(-c3ccccc3)no1)C(=N)O2,,,,,,,,,1.0
7411,O=C(c1ccncc1)n1nc(-c2ccc(Cl)cc2)cc1-c1cc2ccccc2oc1=O,,,,1.0,,,,,
4840,O=[N+]([O-])c1cn2c(n1)OCC(OCc1cnn(-c3ccc(OC(F)(F)F)cc3)n1)C2,,,,1.0,1.0,,,,
594,O=c1oc2ccccc2c(=S)n1Cc1ccc(Cl)c(Cl)c1,,1.0,,,,,,,
12077,O=C(CCn1cnc([N+](=O)[O-])n1)Nc1cccc(-c2ccccc2)c1,,,,,0.0,,,,
4720,N#Cc1ccc(Cn2cc(CN3c4ccc(C=NNC(=O)c5cnccn5)cc4Sc4ccc(C(F)(F)F)cc43)nn2)cc1,,,,1.0,,,,,
13926,Clc1cc(Cl)cc(Nc2nc(-c3ccncc3)cs2)c1,,,,,,,,,0.0
8780,CC(C)=CCCC(C)C1CCC(C)c2c(O)cc(C)c(Cc3cc([N+](=O)[O-])cc([N+](=O)[O-])c3)c21,,,,0.0,,,,,
5842,C=CCn1c(-c2ccc(NC(=S)NC)cc2)n[nH]c1=S,,,,0.0,,,,,
10799,Fc1ccc(-n2nc(CN3CCSCC3)cc2-c2ccc(C(F)(F)F)cc2)cc1,,,,1.0,,,,,
7978,c1ccc2oc(CN3CCC4(CC3)OCCc3sccc34)cc2c1,,,,1.0,,,,,
12966,Cc1c(O)oc2c1C(O)C1(O)CCC3C(C)(C)CCCC3(C)C1C2=O,,,,,,0.0,,,
12520,COc1ccc(C(C)=O)cc1S(N)(=O)=O,,,,,,0.0,,,0.0
5902,Brc1ccc(Cn2cc(Cn3ccc4cncnc43)nn2)cc1,,,,0.0,,,,,
2356,O=c1nc(NCc2cn(-c3ccc(Cl)cc3)nn2)sc2c([N+](=O)[O-])cc(Cl)cc12,,,,1.0,,,,,
6052,CCOC(=O)c1nc(C2CCCCC2)sc1-c1ccccc1C#N,,,,0.0,,,,,
4799,COc1nc2ccc(C#N)cc2cc1C(c1ccnc(OC)c1OC)C(O)(CCN(C)C)c1cccc(C)c1,,,,1.0,1.0,,,,
10684,Cc1ccc(S(=O)(=O)Oc2cc(C)cc3c2[nH]c2cc(O)ccc23)cc1,,,,0.0,,,,,
4796,COc1cc2ccc(Br)cc2cc1C(c1ccccc1)C(O)(CCN(C)C)c1cc2ccccc2n1C,,,,1.0,1.0,,,,
4593,CCN(CC)c1cc2[nH]c(C3CCCCC3)nc2cc1NC(=O)c1ccc(OC(F)(F)F)cc1,,,,0.0,,,,,
11284,COC1C=COC2(C)Oc3c(C)c(=O)c4c(O)c(c5oc6cc(N7CCN(CC(C)C)CC7)cc(O)c6nc5c4c3C2=O)NC(=O)C(C)=CC=CC(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,,,,1.0,1.0,,,,
8699,O=c1nc(N2CCC3(CCN(CCCc4ccc(F)cc4)C3)CC2)sc2c([N+](=O)[O-])cc(C(F)(F)F)cc12,,,,1.0,,,,,
164,COc1ccc2nc(C)cc(-n3cc(CNC(=O)c4ccc(F)cc4)nn3)c2c1,0.0,,,0.0,,0.0,,,
672,CCCCNc1nc(C#N)cnc1C#N,,0.0,,,,,,,0.0
4269,COc1ccc(C(c2cc3cc(C#N)ccc3nc2OC)C(O)(CCN(C)C)c2cccc(F)c2)s1,,,,1.0,,,,,
14359,O=C1CC(Sc2ccccc2)N1C(=O)Nc1cccc2ccccc12,,,,,,,,,0.0
17641,CCOc1ccc(NC(=O)N2CCc3c(c(-c4ccccc4)nn3C(=O)c3ccccc3)C2)cc1,,,,,,,,,0.0
7397,COc1nc(C)nc(N=Cc2cccnc2)n1,,,,0.0,,,,,
14879,Cn1c(Cc2ccccc2C(F)(F)F)nc(C(=O)Nc2ccccc2)c(O)c1=O,,,,,,,,,1.0
17782,CC(=NNC(=O)c1ccncc1)c1ccc(O)cc1O,,,,,,,,,1.0
10251,CC(C)(C)c1ccc(S(=O)(=O)N2CC3CN(Cc4ccc([N+](=O)[O-])o4)CC3C2)cc1,,,,0.0,,,,,
6372,CCCCCCCCCCCCOC(=O)C(=O)N(O)C1CCCC1,,,,1.0,,,,,
11326,Cc1cc(C)c2cc(C(=O)N3CCCCC3)[nH]c2c1,,,,0.0,,,,,
14451,O=c1c2ccccc2nc(C=Cc2ccccc2)n1-c1ccccc1,,,,,,,,,0.0
9141,O=C(NN1C(=O)CSC1c1ccc(O)cc1)c1cc(O)c(O)c(O)c1,,,,1.0,,,,,
5554,O=C(c1ccc(Cl)cc1Cl)N1CCC2(CC1)OCCc1ccsc12,,,,0.0,,,,,
6023,COc1ccc(-c2csc(Nc3cc(Cl)cc(Cl)c3)n2)cc1,,,,0.0,,,,,
8010,Cn1cc(CN2CCC3(CC2)OCCc2sccc23)c2ccccc21,,,,1.0,,,,,
7655,CN1CC(c2ccc(Cl)cc2Cl)C2(CSc3ccccc3C2=O)C12C(=O)c1ccccc1C2=O,,,,1.0,,,,,
6810,CCCCCCC(CN1CCC(COc2ccc(C(=O)c3ccc(Cl)cc3)c(Cl)c2)CC1)OC(N)=O,,,,1.0,1.0,,,,
